Name,Age,Income,Satisfaction,Feedback
Elizabeth White,,,Low,Positive
Cindy Rivera,57.0,47950.95761351309,High,Neutral
Kevin Small,50.0,39753.444196869066,High,
Amy Ward,,74452.9640916404,Low,
Lauren Rhodes,24.0,50488.70152744056,Medium,
Scott Miller,24.0,65293.79912795396,Medium,
Maria Evans,,45466.594202828375,,Negative
Jason Bautista,67.0,45623.23744695661,Low,Negative
Elizabeth Cordova,55.0,79013.85567578523,High,Negative
Brenda Lyons,,56419.92531838861,,Negative
Tina Myers,72.0,75083.37282266539,Medium,Positive
Keith Newman,76.0,34706.09072478664,High,Neutral
Robert Edwards,,29114.181794462052,Low,Neutral
Colleen Ford,46.0,60606.722144525,Medium,
Kimberly Wright,63.0,58478.94421753346,High,
Donna Gray,27.0,64253.104550050586,Medium,Positive
Zachary Bush,64.0,60691.74025012625,,
Patrick Kelly,33.0,,Medium,
Nicole Parsons,,39626.09943039475,Medium,Negative
Jessica Richard,52.0,49580.02594092577,High,
Jesse Martin,20.0,60542.73269269217,High,Neutral
John Williams,31.0,37930.76026252625,High,Positive
Benjamin Wagner,29.0,45258.88580743151,Low,
Rachel Mccall,63.0,69881.23218338937,Medium,Positive
George Evans,65.0,46010.61762267575,High,Positive
Jimmy Schaefer,58.0,48263.67958350143,High,
Jennifer Calhoun,18.0,60763.898973884614,High,Positive
Daniel Hubbard,33.0,62958.78973770106,Medium,Positive
Deborah Velasquez MD,74.0,68088.33719494457,Low,Positive
Felicia Jackson,32.0,56179.87564984051,Medium,Negative
Timothy James,20.0,58940.93852087024,Medium,
Cindy Green,37.0,45989.52906509788,Low,
Sarah Smith,18.0,50666.11663055655,Medium,
Jason Robertson,47.0,33536.80615670241,Medium,
Allen Davis,,35256.774280654485,High,
Bryan Taylor,46.0,51839.50702272576,High,Neutral
Elizabeth Smith,24.0,53753.45667230466,Medium,
John Medina,50.0,70057.73842837667,Medium,
Julie Villa,74.0,78381.96722803231,Low,Neutral
Ana Bryant,19.0,40803.06043760893,Medium,
Chad James,,29010.762605139367,Low,
Michelle Wall,47.0,47611.42196732174,Low,Neutral
Patricia Schmidt,78.0,50862.35355820552,Low,Negative
Crystal Morton,40.0,58727.3039370083,,
Timothy Gomez,38.0,45965.19310069971,Medium,Neutral
Ashley Cochran,53.0,38114.42164834848,Medium,
Tina Rodgers,45.0,48451.01483708242,Medium,
Lonnie Ellis,30.0,59561.32114226008,High,Positive
Jonathan Wagner,74.0,54151.53073258306,High,
Mary Young,18.0,44400.590182400345,,Neutral
Tabitha Wade,56.0,62340.92341490964,Low,
Gina Miller,53.0,30995.771937020963,High,Negative
Francisco Webb,,31679.80911583501,,
Ann Reid,45.0,55720.87260253341,High,
Allen Hunter,42.0,,Low,Positive
Patricia Humphrey,18.0,47568.70924156722,Low,Neutral
Christopher Gutierrez,50.0,54944.78115693285,Medium,Positive
Daniel Adams,19.0,45893.17508820522,Low,Negative
April Anderson,,53010.41910843815,Medium,Negative
John Crane,31.0,71803.80837044386,Low,
Michelle Harrington,,25967.574691261263,Low,
John Smith,18.0,27147.32841645886,High,Negative
Curtis Montoya,47.0,50238.215235355216,Low,Neutral
Lori Peterson,43.0,49991.82631805243,Medium,
Kenneth Henderson,33.0,40738.897044889396,Low,Neutral
Michael Reyes,55.0,66853.47247564733,Low,Positive
Nicholas Steele,60.0,44250.93837735101,Medium,Neutral
Benjamin Spence,75.0,27920.03723839799,High,Negative
Cheyenne Holt,32.0,51031.11654687383,High,Positive
Carla Mcgee,31.0,54751.14985547935,Low,
Richard Blake,21.0,41248.44506981138,High,Positive
Patrick Lowery,47.0,35987.95518526288,Medium,Neutral
Jason Griffith,56.0,42787.151552531395,Low,
Johnny Ramirez,52.0,51590.622165660876,,Negative
Jose Adams,62.0,30007.664794855104,,
Stephanie Butler,55.0,33751.51498658214,Low,Neutral
Debra Mcgee,48.0,,Low,Neutral
Stephanie Johnson,72.0,30138.798407668113,Medium,Neutral
Anthony Jones,,54762.88480099201,High,Positive
Derrick Long,69.0,72004.3169889466,Low,Neutral
Chelsea Barker,26.0,45736.801851219694,High,Negative
David Park,60.0,62525.548081933295,High,
Daniel Middleton,71.0,45043.517512248785,Medium,Neutral
Ashley Richards,30.0,41115.40312951067,Medium,
Steven Garcia,49.0,51892.07429821226,Medium,Positive
Valerie Moore,26.0,54095.026087796075,Medium,
Jeffery Campbell,19.0,51671.92873107286,Low,
Thomas Lang,35.0,43197.52856719034,Low,Negative
Darlene Turner,20.0,74733.51039521371,Medium,Negative
Cynthia Todd,48.0,49775.3519594898,High,Neutral
Doris English,,51564.50131134708,Medium,Positive
Joy Nash,,31664.75105607912,Low,
Kiara Santiago,,71679.20718300428,High,
Terry Barnett,,30334.231610049195,Medium,Positive
Debra Curtis,67.0,58845.590827872904,Low,
Riley Novak,45.0,54502.18673434228,Medium,
Allison Thompson,65.0,48632.6385523242,High,Negative
Charles Craig,51.0,17106.854609946684,Low,Neutral
William Johnson,54.0,37964.48051514827,Low,
Chelsea Nguyen,49.0,59120.82898480896,Low,Negative
Kevin Osborn,58.0,65852.04292060208,High,
Dr. Tyler Caldwell,78.0,68911.24929196291,Medium,Negative
Diane Gonzales,,31903.592120019828,Medium,
Barbara Boyd,30.0,47462.4929765048,High,Positive
John Logan,61.0,82370.68874163611,Low,Neutral
Valerie Green,54.0,59219.11234033454,Medium,Neutral
Matthew Roberts,59.0,44534.79666712125,Medium,Neutral
Logan Smith,36.0,49566.630924123965,Low,Neutral
Theresa Franco,62.0,37380.1190180926,Medium,Positive
Charles Bird,78.0,61844.82336383292,High,Negative
Rachel Mays,58.0,21902.569043753094,Medium,Negative
Christina Landry,18.0,19592.216521839102,Low,Neutral
David Kennedy,57.0,41015.92055904053,Low,Negative
Jason Johnson,59.0,43090.84892438589,High,
Angela Hunt,33.0,33001.58313880458,High,
Tonya Sanchez,55.0,71740.13044280412,High,Positive
Dennis Wu,71.0,64903.48807409003,Low,Neutral
Cory Ortiz,34.0,44162.88182967431,Medium,Negative
Andrew Rhodes,23.0,54043.89512805137,Low,Negative
Jason Smith,42.0,38688.85508310798,High,Neutral
Tasha Smith,74.0,51067.70550884975,Medium,Negative
Katie Hall,58.0,41977.22278041583,Low,
Daniel Malone,59.0,34633.39614131057,High,Positive
Justin Mayer,76.0,69886.54323948841,High,Neutral
Eric Allen,47.0,35304.430245694646,Low,Negative
Sally Young,47.0,64701.74551261227,High,Neutral
Steven Newton,48.0,27806.322134866095,Low,
Jose Brown,46.0,42312.00354658466,Medium,
Joseph Dominguez,28.0,36657.51239580426,High,Neutral
Jim Bradshaw,42.0,23635.545946808994,High,Positive
Jennifer Bryant,68.0,65216.51670118062,Low,Negative
Laura Castro,,52528.48684092333,Medium,Negative
Amanda Stark,79.0,58526.235364358836,High,Negative
Nicholas Owen,56.0,115178.99685726812,High,
Diane Peck,50.0,,Medium,Neutral
Carol Clarke,27.0,21403.213001725187,High,Positive
Hayley Huerta,44.0,48103.572381539416,,
Jason Jones,,53508.49284506298,High,
Mallory Collier,33.0,72627.11974126553,Low,
Tara Ramirez,63.0,56264.09683296954,Medium,
Linda Todd,69.0,,High,Negative
Michael Guzman,70.0,38248.44890887938,Low,Neutral
Judith Haas,77.0,36065.93393269593,High,
Michaela Villarreal,45.0,48841.19774417041,Medium,Neutral
Michele Mccoy,,,Low,Negative
Mr. Cody Valencia,33.0,29502.086351422706,Low,Positive
Melissa Warner,20.0,28212.88380018364,Medium,
Michael Davis,38.0,63011.32597262158,Medium,
Erica Rodriguez,25.0,52525.252166619095,High,Neutral
Sherry Bridges,31.0,54079.3905589285,Medium,
John Harris,18.0,63513.96249018629,Low,Positive
Patrick Arnold,41.0,41858.60986153287,High,Negative
Christina Brown,33.0,54953.02385074331,Medium,
Maria Estes,40.0,60844.25705144499,High,Neutral
Mary James,44.0,65613.37733971569,Low,Positive
Alyssa Gonzalez,19.0,41802.534415746784,Low,Positive
Mr. Kevin Gordon,64.0,67272.91557258077,Medium,Negative
Dr. Stephanie Matthews,,47607.502802020404,Medium,Negative
Adriana Ramirez,24.0,31970.83869016995,High,
Veronica Warner,60.0,86201.11208756622,Medium,
John Barton,46.0,38324.24489561045,Medium,Negative
Trevor Thompson,70.0,53231.9931962243,Low,
Lisa Phillips,62.0,60263.04051019506,High,Positive
Lisa Stevens,60.0,31968.600852946478,Low,
Elizabeth Olson,,48089.06908677051,,Positive
Victoria Moody,34.0,33021.97439368085,Low,Positive
Anthony Gonzalez,71.0,52563.784521531095,Low,Neutral
Dana Bush,46.0,68890.35587088043,Low,
Juan Lewis,,76997.57425874495,Low,
Diane Snyder,76.0,48001.296836042544,Low,
Brittany Davenport,41.0,37773.156610184255,Low,Positive
Steven Crawford,44.0,58988.91887072909,Medium,Positive
Lisa Campbell,60.0,58010.1607568632,Low,Negative
Donald Nunez,25.0,51092.33731330819,,Neutral
Emma Jensen,57.0,48191.79883046406,,
Brian Bailey,23.0,52591.734914618646,High,
Natasha Ward,58.0,43432.77601129208,Medium,Neutral
Matthew Stein,,33959.449091652365,High,Positive
Emma Lambert,27.0,,Medium,
Karina Green,,43716.78372401591,High,Negative
Christopher Harvey,32.0,51131.41067460267,Low,Positive
Christopher Velazquez,67.0,37127.35889625339,Medium,
Ashley Murphy,72.0,62542.88352525785,High,Neutral
Mrs. Crystal Martinez,23.0,60799.349090133444,High,Neutral
Nicholas Garrett,,40648.480740145016,Medium,
James Waters,18.0,,High,
Michelle Ramirez,18.0,43302.72467356094,Medium,Negative
Travis Foster,23.0,50568.600512659665,High,Neutral
Peter Smith,65.0,60426.76436268238,High,
Nicole Petty,21.0,70856.08947500143,Medium,Neutral
Jessica Henderson,,67664.66911901443,Medium,Positive
Heather Wilson,23.0,86571.31331790224,Medium,Neutral
Jason Davis,61.0,59688.67173770639,,Negative
Sonya Ramsey,76.0,55164.55570292242,Medium,Neutral
Francisco Schneider,54.0,,Medium,
Ashley Collins,42.0,51803.56811550769,Low,Positive
Erika Williams,44.0,20362.1877972701,Low,Negative
William White,,66975.94673797724,Low,Positive
Matthew Neal,,29681.215916510402,Low,Positive
Joseph Padilla,70.0,57109.30216805606,Medium,Negative
Daniel Burnett,42.0,58365.238090279854,Low,Positive
Keith Calhoun,62.0,40406.84593597464,Low,Neutral
Shawn Parsons,22.0,33254.434770139924,High,Neutral
Michelle Reynolds,39.0,38387.96007223506,High,Neutral
Kelly Johnson,53.0,39429.19041516652,High,Neutral
Roberto Rocha,74.0,43296.75337963989,Medium,Negative
Amanda Holt,37.0,19419.951931676867,High,
Tyler Kramer,75.0,29165.20161869563,Low,Positive
Lucas Dominguez,77.0,36300.66945620731,High,Neutral
David Foster,41.0,57309.37189254901,,Positive
Janet Hopkins,75.0,85384.32503346947,Medium,Positive
Matthew Sharp,20.0,31454.50915040267,Medium,Neutral
Christian David,65.0,46806.712180529845,Medium,Negative
Brandon Phillips,38.0,58151.798682131106,,Negative
Casey Curtis,65.0,38219.07491326633,High,Neutral
Shelley Wilson,67.0,,Low,
Debbie Howell,77.0,40134.307469923224,Medium,Negative
Deanna Humphrey,37.0,13258.525545821096,High,
Jasmine Salazar,,36240.39334449324,Low,
Melissa Brooks,32.0,39520.10729782017,Low,
Jimmy Farley,54.0,75828.55680977306,Low,Negative
Denise Vaughan MD,18.0,43016.20472367148,,Neutral
Christine Adams,42.0,58712.52256773599,Low,
Shari Carpenter,,41505.09172688049,High,Negative
Ronald Cabrera,70.0,47597.129077557795,Medium,
Sharon King,68.0,55720.76555822923,Medium,Negative
Stacy Padilla,41.0,58867.24204360614,,Neutral
Johnny Cain,,58923.56858834336,Low,
Jimmy Jones,69.0,35294.41482502407,High,Negative
Scott Webster,43.0,83001.21692987107,High,Positive
Mrs. Debra Roach,41.0,51114.06866403223,High,Neutral
Mary Russell,65.0,68894.98279000155,Medium,Positive
Abigail Yates,36.0,78658.20904271577,Medium,
Mary Walsh,75.0,57392.28151379871,High,Negative
Jose Pollard,65.0,251446.91359891754,Low,Positive
Barbara Harris,67.0,41105.83747994488,Low,Positive
Mandy Decker,66.0,55204.40065157637,Low,Positive
Jose Roberts,48.0,29408.556577759722,High,
Amanda Murray,68.0,64742.553779368194,High,Negative
Stephen White,71.0,71291.47099804718,High,Positive
Jo Hall,33.0,77483.79331380929,Medium,
James Lamb,65.0,37286.04703359126,Low,Negative
Rebecca Knight,40.0,48282.73176918399,Low,
Chad Turner,27.0,14599.611098448739,Medium,Neutral
Matthew Stone,33.0,50611.15250707845,Medium,Positive
Lisa Boyd DDS,34.0,47298.14723281864,High,Positive
Sarah Ray,31.0,64211.58798356275,Medium,Negative
Joy Aguilar,44.0,35341.22210807947,Low,Positive
Pamela Brown,23.0,48473.57480421193,Low,Neutral
Natalie Robertson,59.0,54399.720027646865,Medium,
Alison Roberts,75.0,49852.566613311,Low,
David Mccoy,36.0,42615.79600891506,High,Positive
Juan Gregory,26.0,49394.545734036976,High,
Mark Taylor,,29369.69208335168,High,Positive
Michael Gonzalez,70.0,54802.37621784189,Low,
Linda Erickson,68.0,80692.87123709465,Low,Positive
Nicole Maynard,71.0,23175.619605246855,High,Positive
Annette Mora,43.0,61387.20144142354,Low,
Kathleen Davis,33.0,62176.14506721029,Medium,Negative
Pamela Martinez,37.0,50442.92884654446,High,Neutral
Brittany Greene,70.0,49331.12783666189,Low,
Chad Fisher,27.0,30935.093494839217,High,Positive
Miguel Turner,71.0,70348.29780655747,Low,Negative
Shane Gonzales,27.0,33080.06042375548,Medium,
Carol Benjamin,,36664.60441669392,Medium,
Alexander Diaz,67.0,64426.23760464876,Low,Neutral
Melinda James,60.0,49716.75725975312,Medium,Negative
Sean Medina,50.0,70635.40537522381,Low,Negative
Debra Lawson,75.0,61411.865519267274,High,Negative
Audrey Cook,,59958.07032716929,Medium,
Bradley Doyle,,41479.119062601145,Low,Positive
Greg Evans,65.0,39599.42359580444,Medium,
Krista Wilson,42.0,55483.90099029832,High,Positive
Brittney Jones,,42810.62568343743,High,
David Thompson,39.0,25874.62288886709,,Neutral
Olivia Turner,79.0,63083.73548794106,Medium,Positive
Wayne Mann,,,Medium,Positive
Marcus Preston,,45957.485519645306,High,
Jill Huynh,,15750.456868297348,Low,Negative
Jennifer Rogers,48.0,51118.85121420857,Medium,
Debbie Gonzalez,53.0,59933.25308324784,Low,
Nathaniel Mckee,77.0,,Medium,Neutral
Leah Meyers,41.0,41827.07997064356,Medium,Neutral
Anthony Payne,68.0,,Medium,Positive
Janet Ware,70.0,55137.513061659716,Low,Negative
Matthew Clark,36.0,38551.729636802454,Medium,Positive
Joseph Carpenter,24.0,35938.70270261543,High,
Casey Hernandez,33.0,39943.83999389107,Medium,Negative
Richard Hoffman,,95720.42784855393,High,Neutral
Catherine Allen,54.0,54508.859375244436,High,
Steven Stewart MD,,16279.59404584366,Low,Positive
Michael Stone,69.0,68278.03667808375,High,Negative
Destiny Smith,21.0,42015.052040746865,High,
Heather Powell,72.0,36695.683796664234,Low,Positive
Kimberly Anderson,21.0,60902.498103754246,Medium,Negative
Crystal Lopez,70.0,45057.74069443111,High,
Katie Jones,20.0,73236.59540639237,Medium,
Desiree Bautista,18.0,58642.369024089174,Medium,Negative
Nicole Harris,32.0,,Low,Negative
Emily Watkins,22.0,51353.54326764295,High,
Kevin Chan,25.0,54702.91463733167,Medium,Neutral
Edward Smith,62.0,49040.67826622469,Medium,Neutral
Mary Reid,52.0,49183.11160299229,Low,
Ashley Nelson,19.0,59005.41822657127,High,Negative
Sabrina Ross,62.0,71630.98560265209,High,Positive
David Hoffman,20.0,57248.97051796077,Low,
William Weiss,35.0,61532.720531830055,Medium,Positive
Megan Simpson,,45727.40828693904,Low,Neutral
Barbara Green,21.0,59998.2839838995,High,Negative
Robert Cantu,66.0,48266.370056097985,Low,
Denise Collier,30.0,45700.53704115279,High,Positive
Angel Obrien,27.0,47494.90660763772,Medium,Negative
David Schmidt,73.0,71417.37570576381,Low,Neutral
Eric Hernandez,73.0,51407.60434906844,Low,Positive
Sabrina Duarte,75.0,57716.09655692663,Medium,Neutral
Jamie Ryan,,64195.32729966235,Medium,
Misty Callahan,77.0,49020.81860727952,High,Negative
Matthew Trevino,74.0,67464.71965613507,High,Negative
Elizabeth Love,23.0,45550.87229228866,Medium,Positive
Jessica Ross,51.0,,High,
Roy Reyes,32.0,53684.11133813653,Medium,
Michelle Hill,,39370.460840875734,High,
Mr. Andre Williams,55.0,63121.93339354352,Medium,Positive
Jamie Johnson,,82680.425365824,High,Negative
Shane Martinez,40.0,63359.66238531335,Medium,Negative
Ana Carter,,45830.07245875371,Low,Neutral
Jenna Henry,34.0,51562.760073968195,High,Neutral
Gloria Le,50.0,67864.5653854551,Low,Neutral
Mark Curry,59.0,38174.09979953736,Low,Negative
Nicholas Chandler,70.0,44607.26010637814,Low,Neutral
Madeline Velazquez,51.0,41736.12199364584,Low,
Kathleen Peters,57.0,48652.16117802025,Low,Negative
Natalie Baldwin,42.0,49903.03176195047,Medium,
Ray Cardenas,75.0,42809.57408691853,High,Negative
Levi Welch,25.0,51766.61178227546,Low,Positive
Nathan Chavez,67.0,63084.6916806651,High,Negative
Taylor Miller,18.0,41328.94084889031,Medium,Negative
Ernest Hart,39.0,53700.20240216617,Low,
Janice Howard,41.0,68853.3957721272,High,
Sandra Lynch,74.0,47469.28917708932,Medium,
Laurie Richards,64.0,56349.261399505405,Medium,Positive
Kellie Cunningham,45.0,46098.15682369244,Low,Positive
Brian Stephens,58.0,51054.65217296516,,Neutral
Dana Curry,53.0,42172.173338559835,High,
Christian Rivera,60.0,61123.25951603988,Low,Negative
Robert Reese,47.0,55091.88786204918,Low,
Mr. Mark Wilson,27.0,55472.54207989213,,Negative
Lydia Lane,77.0,38250.89404712133,High,Negative
Katherine Palmer,70.0,51142.26547440436,Low,Neutral
David Cruz,74.0,55601.91057637107,Low,Positive
Christine Gilbert,49.0,53568.859005442435,,Neutral
Christina Jackson,24.0,34243.81601182784,High,
Edward Smith,74.0,78832.8078174821,,Positive
Lee Massey,24.0,74738.35608503954,,Neutral
Thomas Moore,32.0,44832.752284335525,High,Neutral
Laura Lane,35.0,43468.13711919496,High,Neutral
Gregory Kemp,47.0,44465.17590573423,Medium,Negative
Sarah Bentley,56.0,40085.68344047446,Medium,Positive
Christopher Dillon,75.0,64127.24022088986,High,Positive
Bruce Hernandez,62.0,43966.54364689556,Low,Neutral
Sarah Johnson,68.0,59398.05818936994,Low,
Stephen Leonard,24.0,37108.18675243194,High,Negative
Laura Haynes,77.0,45617.95667715115,High,Positive
Luis Robinson,57.0,55500.81799607453,Low,Positive
Scott Martinez,49.0,71922.71019289643,Medium,Neutral
Joseph Knight,43.0,58795.22057204297,Medium,Negative
Mr. Thomas Alexander,33.0,49455.39571661851,Medium,Neutral
Julia Ortiz DDS,26.0,51348.29461573591,Medium,
Michelle Harvey,46.0,65085.09896670249,High,
Paul Brennan,76.0,40172.17527760401,Medium,
Tracy Franklin,49.0,36122.1944309334,Medium,
James Adams,63.0,52008.67013654711,Medium,Positive
Anna Brown,42.0,28025.048272001553,Low,
Mrs. Teresa Heath,35.0,43403.420387921295,High,
Christina Edwards,43.0,49823.75612425623,Medium,
Jesus George,39.0,30743.841356065754,Medium,Negative
Michelle Gomez,68.0,42674.03618936142,Low,Neutral
Rhonda Miller,43.0,55663.976966314476,Low,Negative
Kimberly Frank,,75724.03874705637,High,Positive
Dorothy Lee,32.0,68344.68121928736,Medium,
Richard Roberts,54.0,24764.088530749625,Medium,Positive
Elizabeth Clarke,58.0,66269.7643498167,Low,Positive
Anita West,54.0,,,Negative
Bridget Edwards,76.0,33478.56392919379,Medium,Neutral
Cheyenne Smith,67.0,61434.950466996524,,Positive
Bradley Boyd,,72085.54457086783,Medium,Negative
Heather Cox,26.0,27241.830056405688,Low,Neutral
Michael Sullivan,,57075.45346165112,Medium,Neutral
Bill Jones,48.0,71589.5818742247,High,Negative
Karen Singleton,,49011.05429813396,High,Positive
William Clay,44.0,44710.68567623307,Medium,
Randy Palmer,69.0,62322.44362218147,High,Positive
Nathaniel Zhang,24.0,63054.85540465811,Low,
Brandi Ramirez,,43137.65494722113,Medium,Negative
Matthew Franklin,40.0,41768.626304358695,Medium,
Ariana Wilson,77.0,52939.178528661396,High,
Alan Craig,76.0,61751.524675432345,High,Neutral
Melinda Carlson,,31102.0980213189,Low,Negative
Leslie Villegas,,61757.45806147043,High,
Julie Reese,50.0,63403.69485870163,Low,Negative
Kristen Sanchez,25.0,,Medium,
Alison Rodriguez,76.0,56210.98936683285,High,Positive
Amy Davis,70.0,38861.36194564336,Medium,
Jon Sutton,33.0,34311.934253522864,Medium,
Haley Herrera,37.0,27730.49425628957,Medium,
Tyler Hammond,25.0,61495.025629657546,Low,
Kenneth Rodriguez,35.0,45718.20435041756,High,Positive
Christina Williams,54.0,73676.87457863428,High,
Karen Smith,79.0,57888.43095086815,Low,
Shawn Tucker,78.0,46158.90899810333,High,Positive
Noah White,28.0,61135.92080509565,Low,
Thomas Mckinney,68.0,54546.90630123711,Medium,Neutral
Rebecca Williams,52.0,44627.19787860064,Medium,Negative
Jonathan Jones,58.0,37085.44293056318,Low,Neutral
Anthony Murphy,71.0,51814.5605770894,High,Negative
Theresa Thompson,22.0,31622.55549177955,Low,Positive
Angela Thomas,46.0,54244.985502118034,Medium,Neutral
Lisa Taylor,31.0,69196.31279749588,Low,Neutral
Christopher Anderson,74.0,42259.695598431965,Medium,
Sarah Schultz,58.0,51734.01270407315,Low,
Sara Hancock,27.0,33207.7329992604,High,Negative
Ms. Krista Gaines,24.0,45041.090391002945,Medium,
Jordan Wilson,54.0,42840.42361085753,Low,Positive
Brittney Vang,35.0,68098.93819583367,Low,
Dillon Edwards,47.0,68693.16307234048,Medium,Negative
Antonio Lopez,,60699.6664444687,High,Positive
Melissa Pearson,,58962.28396964987,Medium,Neutral
Mary Gomez,46.0,42095.202549215275,High,Negative
Angela Harper,33.0,32259.353479359044,Medium,Negative
Sheri Fox,21.0,37180.996799686836,Low,Neutral
Maria Smith,45.0,41545.416563007944,Medium,Negative
Elizabeth Gordon,59.0,56366.75848903882,Medium,Negative
Andrew Fuller,48.0,29945.633405423174,Medium,Positive
Allison Watson,55.0,66042.64630191316,High,Neutral
Mrs. Tara Lee,43.0,26946.671215446295,Medium,Neutral
Terry Mendez,,24075.21923813337,Medium,
Andrew Parker,66.0,49303.943990832035,Low,
Michael Alvarado,59.0,50586.04940702626,High,
Andrew Erickson DVM,50.0,31690.174768700326,Low,
Shannon Cruz,25.0,33249.93065558768,Medium,
Debra Morrison,53.0,54943.48889932977,High,
Lisa Casey,36.0,59990.83150883169,Low,
Charles Foster,30.0,61216.115197744235,Medium,Positive
Diana Bradshaw,,,High,Neutral
Brittney Ferguson,57.0,48529.75666565228,Low,Positive
Shawn Gibson,38.0,60385.88103875708,High,
Brian Page,35.0,37120.660666272444,Medium,Negative
Ashley Griffin,72.0,56162.49453514677,High,Neutral
Rebecca Davis,72.0,49652.152904975854,Low,Negative
Karen Howell,43.0,42716.78435666449,Medium,Neutral
Lisa Cook,62.0,42575.380184615125,Medium,Positive
Raymond Jackson,50.0,32872.13333278989,High,Positive
Wendy Roberson,48.0,48189.68416000662,Medium,Neutral
Sharon Johnston,,60670.25083483098,High,Negative
Dr. Jennifer Gordon,,33585.0263886717,Medium,Positive
Angela Erickson,,62120.819380201494,Medium,Neutral
Collin Marshall,74.0,,Low,Neutral
Eric Brown,61.0,76113.04388891805,High,Positive
David Stokes,78.0,35802.15906952791,High,Neutral
Amanda Johnson,63.0,59641.53661884983,High,Negative
Michael Mcgee,22.0,52363.37089304986,Low,Neutral
Antonio Blair,,60071.07606823542,Low,Positive
Thomas Wade,66.0,43836.65605142504,Medium,
Sandra Williams,38.0,63675.062329588254,Low,Neutral
Kimberly Smith,63.0,63562.13312518242,High,Positive
Catherine Garcia,59.0,49510.46463786269,Low,Neutral
David Mata,49.0,62493.1710847004,Low,
Richard Diaz,73.0,64895.08075302097,High,Positive
Meredith King,67.0,34760.87119604943,Low,Positive
Paul Mullins,53.0,55969.35940053842,Low,
Jesse Robertson,68.0,46023.21028586318,,
James Marshall,52.0,53044.99178119358,Medium,Negative
Collin Ortega,39.0,68246.46902031734,Medium,
Yolanda Pierce,23.0,38621.60988595028,High,
Nancy Martin,56.0,39599.81255428201,Medium,
Hunter Richard,53.0,32988.18540409579,High,Positive
Connor Wood,36.0,82677.74660625317,Medium,
Kenneth Martinez,75.0,44204.65940989029,High,Negative
Joseph Perez,60.0,44313.32330650921,Medium,Neutral
Bryan Figueroa,24.0,,High,Neutral
Christine Ewing,31.0,32875.89244057979,Medium,
Colin Willis,64.0,59293.15763814722,Medium,Negative
Shannon Barker,,52316.39449673194,High,Neutral
Debra Stewart,57.0,44857.3229643468,High,Negative
Donald Dean,66.0,47789.977077051946,Medium,Negative
Diane Lane,64.0,47020.7879284296,Low,
John Mcbride,,53219.23090625178,Medium,Positive
Jeremy Jones,51.0,66388.68334242146,High,Negative
Ashley Ruiz,72.0,36811.11347148891,High,Neutral
John Brown,45.0,51903.94116162237,Low,Negative
Connie Lane,40.0,48107.99042266442,Low,Positive
Christine Anthony,44.0,37200.32164025708,High,
Brenda Adams DDS,29.0,48377.352581092346,High,Positive
Sabrina Ritter,38.0,45608.56161140015,Medium,Negative
Kristopher Bradley,59.0,27597.266261102803,Low,Positive
Amy Wilson,24.0,33852.177383108574,Low,Positive
Mr. Joshua Lynn,72.0,28089.914511732735,Low,Negative
Jennifer Brown,72.0,54334.51929029862,Low,
Gloria Wright,67.0,22828.718217479516,Low,
Tamara Weiss,49.0,53676.27688219125,Medium,Negative
Marco Schneider,28.0,73334.55826543957,Medium,Positive
Elizabeth Maldonado,45.0,72864.02847981527,Low,Positive
Dana Coleman,73.0,71833.6142598557,High,
Bradley James,73.0,55535.94223742972,High,Positive
Dawn Mayo,18.0,48934.09899132556,Low,
Anthony Smith,34.0,27335.728486528318,Low,Neutral
James Greene,21.0,,Low,Neutral
Wendy Martinez,36.0,40853.34950984971,Medium,
Anthony Williams,41.0,40677.32726033939,,Neutral
Terrence Johnson,30.0,33605.68691795709,Low,Neutral
Kurt Vasquez,23.0,33293.81029893895,Medium,Positive
Joseph Robinson,72.0,16064.925473134972,Medium,Neutral
Justin Reed,21.0,57092.78580179701,Low,Negative
James Franklin,56.0,50941.54774096491,Low,Neutral
Samuel Gonzalez,74.0,55579.79747800353,High,Negative
Michael Sims,69.0,71155.59862857213,Low,
Luis James,,83413.99861797522,High,
Samuel Williams,63.0,8046.073753090139,Low,Neutral
Robert Anderson,47.0,32735.168187421288,Low,Negative
Benjamin Moore,57.0,46914.13896281166,Low,Negative
Jessica Brady,37.0,68190.22545724867,High,Negative
Preston Lynch,54.0,33267.48676836966,Low,Positive
Jacob Brown,39.0,76864.10046566144,Low,Negative
Randall Thomas,,39951.143831176705,Low,
Lori Bennett,23.0,14457.649537042358,High,Positive
Jacqueline Rivera,74.0,33368.13116323004,High,
Elizabeth Moore,41.0,53215.51886831753,,Neutral
Michael Bridges,,54058.55927930452,Low,Positive
Andrew Campbell,31.0,60055.14725518445,High,Negative
Jason Ray,55.0,67744.60151336434,Low,Positive
Kimberly Ayala,63.0,54123.27659700309,Medium,Positive
Garrett Smith,59.0,42651.26867090324,,Neutral
Jeffrey Cooper,66.0,41180.96261125991,Low,Negative
Heather Zavala,19.0,46603.86642178787,Low,Negative
William Payne,77.0,45090.277556263354,High,Neutral
Gabriel Haney MD,24.0,60660.094755603845,High,Negative
Matthew Sims,70.0,40246.405752767394,Medium,
Vanessa Durham,44.0,43107.22966717188,Low,Positive
Christina Johnson,33.0,54356.77305676888,Low,
Kevin Stephens,37.0,61143.85405544333,Medium,Neutral
